,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
158,1,Brasil,2,%,0.2,1,Brasil,201301,1º trimestre 2013,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
159,1,Brasil,2,%,57.5,1,Brasil,201301,1º trimestre 2013,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
160,1,Brasil,2,%,0.2,1,Brasil,201301,1º trimestre 2013,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
161,1,Brasil,2,%,5.0,1,Brasil,201301,1º trimestre 2013,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
162,1,Brasil,2,%,1.0,1,Brasil,201301,1º trimestre 2013,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
163,1,Brasil,2,%,8.1,1,Brasil,201301,1º trimestre 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
164,1,Brasil,2,%,1.0,1,Brasil,201301,1º trimestre 2013,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
165,1,Brasil,,,...,1,Brasil,201301,1º trimestre 2013,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
166,1,Brasil,,,...,1,Brasil,201301,1º trimestre 2013,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
167,1,Brasil,,,...,1,Brasil,201301,1º trimestre 2013,4723,"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
168,1,Brasil,,,...,1,Brasil,201301,1º trimestre 2013,4724,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
169,1,Brasil,,,...,1,Brasil,201301,1º trimestre 2013,4726,"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
170,1,Brasil,,,...,1,Brasil,201301,1º trimestre 2013,4774,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
171,1,Brasil,1572,Mil pessoas,156466,1,Brasil,201302,2º trimestre 2013,1641,Pessoas de 14 anos ou mais de idade,6794,Total
172,1,Brasil,2,%,0.0,1,Brasil,201302,2º trimestre 2013,4087,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,6794,Total
173,1,Brasil,2,%,100.0,1,Brasil,201302,2º trimestre 2013,4104,Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
174,1,Brasil,2,%,-,1,Brasil,201302,2º trimestre 2013,4105,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
175,1,Brasil,1572,Mil pessoas,98242,1,Brasil,201302,2º trimestre 2013,4088,"Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
176,1,Brasil,2,%,0.2,1,Brasil,201302,2º trimestre 2013,4089,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
177,1,Brasil,2,%,100.0,1,Brasil,201302,2º trimestre 2013,4106,"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
178,1,Brasil,2,%,-,1,Brasil,201302,2º trimestre 2013,4107,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
179,1,Brasil,1572,Mil pessoas,90849,1,Brasil,201302,2º trimestre 2013,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
180,1,Brasil,2,%,0.2,1,Brasil,201302,2º trimestre 2013,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
181,1,Brasil,2,%,100.0,1,Brasil,201302,2º trimestre 2013,4108,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
182,1,Brasil,2,%,-,1,Brasil,201302,2º trimestre 2013,4109,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
183,1,Brasil,1572,Mil pessoas,7393,1,Brasil,201302,2º trimestre 2013,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
184,1,Brasil,2,%,0.9,1,Brasil,201302,2º trimestre 2013,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
185,1,Brasil,2,%,100.0,1,Brasil,201302,2º trimestre 2013,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
186,1,Brasil,2,%,-,1,Brasil,201302,2º trimestre 2013,4111,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
187,1,Brasil,1572,Mil pessoas,58224,1,Brasil,201302,2º trimestre 2013,4094,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
188,1,Brasil,2,%,0.3,1,Brasil,201302,2º trimestre 2013,4095,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
189,1,Brasil,2,%,100.0,1,Brasil,201302,2º trimestre 2013,4112,"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
190,1,Brasil,2,%,-,1,Brasil,201302,2º trimestre 2013,4113,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
191,1,Brasil,2,%,62.8,1,Brasil,201302,2º trimestre 2013,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
192,1,Brasil,2,%,0.2,1,Brasil,201302,2º trimestre 2013,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
193,1,Brasil,2,%,58.1,1,Brasil,201302,2º trimestre 2013,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
194,1,Brasil,2,%,0.2,1,Brasil,201302,2º trimestre 2013,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
195,1,Brasil,2,%,4.7,1,Brasil,201302,2º trimestre 2013,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
196,1,Brasil,2,%,0.9,1,Brasil,201302,2º trimestre 2013,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
197,1,Brasil,2,%,7.5,1,Brasil,201302,2º trimestre 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
198,1,Brasil,2,%,0.9,1,Brasil,201302,2º trimestre 2013,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
199,1,Brasil,,,...,1,Brasil,201302,2º trimestre 2013,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
200,1,Brasil,,,...,1,Brasil,201302,2º trimestre 2013,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
201,1,Brasil,,,...,1,Brasil,201302,2º trimestre 2013,4723,"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
202,1,Brasil,,,...,1,Brasil,201302,2º trimestre 2013,4724,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
203,1,Brasil,,,...,1,Brasil,201302,2º trimestre 2013,4726,"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
204,1,Brasil,,,...,1,Brasil,201302,2º trimestre 2013,4774,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
205,1,Brasil,1572,Mil pessoas,157023,1,Brasil,201303,3º trimestre 2013,1641,Pessoas de 14 anos ou mais de idade,6794,Total
206,1,Brasil,2,%,0.0,1,Brasil,201303,3º trimestre 2013,4087,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,6794,Total
207,1,Brasil,2,%,100.0,1,Brasil,201303,3º trimestre 2013,4104,Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
208,1,Brasil,2,%,-,1,Brasil,201303,3º trimestre 2013,4105,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
209,1,Brasil,1572,Mil pessoas,98354,1,Brasil,201303,3º trimestre 2013,4088,"Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
210,1,Brasil,2,%,0.2,1,Brasil,201303,3º trimestre 2013,4089,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
211,1,Brasil,2,%,100.0,1,Brasil,201303,3º trimestre 2013,4106,"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
212,1,Brasil,2,%,-,1,Brasil,201303,3º trimestre 2013,4107,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
213,1,Brasil,1572,Mil pessoas,91438,1,Brasil,201303,3º trimestre 2013,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
214,1,Brasil,2,%,0.2,1,Brasil,201303,3º trimestre 2013,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
215,1,Brasil,2,%,100.0,1,Brasil,201303,3º trimestre 2013,4108,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
216,1,Brasil,2,%,-,1,Brasil,201303,3º trimestre 2013,4109,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
217,1,Brasil,1572,Mil pessoas,6916,1,Brasil,201303,3º trimestre 2013,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
218,1,Brasil,2,%,1.1,1,Brasil,201303,3º trimestre 2013,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
219,1,Brasil,2,%,100.0,1,Brasil,201303,3º trimestre 2013,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
220,1,Brasil,2,%,-,1,Brasil,201303,3º trimestre 2013,4111,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
221,1,Brasil,1572,Mil pessoas,58669,1,Brasil,201303,3º trimestre 2013,4094,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
222,1,Brasil,2,%,0.3,1,Brasil,201303,3º trimestre 2013,4095,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
223,1,Brasil,2,%,100.0,1,Brasil,201303,3º trimestre 2013,4112,"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
224,1,Brasil,2,%,-,1,Brasil,201303,3º trimestre 2013,4113,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
225,1,Brasil,2,%,62.6,1,Brasil,201303,3º trimestre 2013,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
226,1,Brasil,2,%,0.2,1,Brasil,201303,3º trimestre 2013,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
227,1,Brasil,2,%,58.2,1,Brasil,201303,3º trimestre 2013,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
228,1,Brasil,2,%,0.2,1,Brasil,201303,3º trimestre 2013,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
229,1,Brasil,2,%,4.4,1,Brasil,201303,3º trimestre 2013,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
230,1,Brasil,2,%,1.1,1,Brasil,201303,3º trimestre 2013,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
231,1,Brasil,2,%,7.0,1,Brasil,201303,3º trimestre 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
232,1,Brasil,2,%,1.1,1,Brasil,201303,3º trimestre 2013,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
233,1,Brasil,,,...,1,Brasil,201303,3º trimestre 2013,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
234,1,Brasil,,,...,1,Brasil,201303,3º trimestre 2013,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
235,1,Brasil,,,...,1,Brasil,201303,3º trimestre 2013,4723,"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
236,1,Brasil,,,...,1,Brasil,201303,3º trimestre 2013,4724,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
237,1,Brasil,,,...,1,Brasil,201303,3º trimestre 2013,4726,"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
238,1,Brasil,,,...,1,Brasil,201303,3º trimestre 2013,4774,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
239,1,Brasil,1572,Mil pessoas,157565,1,Brasil,201304,4º trimestre 2013,1641,Pessoas de 14 anos ou mais de idade,6794,Total
240,1,Brasil,2,%,0.0,1,Brasil,201304,4º trimestre 2013,4087,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,6794,Total
241,1,Brasil,2,%,100.0,1,Brasil,201304,4º trimestre 2013,4104,Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
242,1,Brasil,2,%,-,1,Brasil,201304,4º trimestre 2013,4105,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
243,1,Brasil,1572,Mil pessoas,98321,1,Brasil,201304,4º trimestre 2013,4088,"Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
244,1,Brasil,2,%,0.2,1,Brasil,201304,4º trimestre 2013,4089,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
245,1,Brasil,2,%,100.0,1,Brasil,201304,4º trimestre 2013,4106,"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
246,1,Brasil,2,%,-,1,Brasil,201304,4º trimestre 2013,4107,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
247,1,Brasil,1572,Mil pessoas,92170,1,Brasil,201304,4º trimestre 2013,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
248,1,Brasil,2,%,0.2,1,Brasil,201304,4º trimestre 2013,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
